Key,polish
ulmDebuffEncumberedDesc,"You are carrying more than your body and gear can handle. While encumbered you will have diminishing mobility and jump strength, the more encumbered you will be, the stronger the effect. Too much stress on the body can cause long term problems so be careful."
ulmBuffHercules,"Hercules"
ulmBuffHerculesDesc,"Your physical ability to carry more has been increased by [decea3]200[-].\nStacks with [decea3]Steroids[-] effect."
ulmBuffHoldHeavyWeapon,"Heavy Weapon"
ulmBuffHoldHeavyWeaponDesc,"You are holding a heavy weapon, reducing your movement and jumping by [decea3]25%[-]"
ulmBuffHoldMovementSpeed10,"Increased Speed"
ulmBuffHoldMovementSpeed10Desc,"You are holding a weapon, that makes you walk and run faster by [decea3]10%[-]"
attbooks,"Collectibles"
skillCombatPerksName,"Combat"
skillAgilityAthleticsName,"Athletics"
skillAgilityStealthName,"Stealth"
skillIntellectInfluenceName,"Influence"
skillIntellectCraftsmanshipName,"Scavenging"
ulm_AttAttributes,"Progression"
ulm_AttAttributesDesc,"\n\n\n\n\n\n\n\n\n\n\nSelect one of the skills on the right side to see more detailed information about it"
ulm_skill_placeholder,"Skill Unavailable"
ulmAttributes,"Perks"
attActionSkills,"Skills"
ulmBooks,"Collectibles"
reqSkillPoints1,"1 Skill Point"
reqSkillPoints2,"2 Skill Points"
reqSkillPoints3,"3 Skill Points"
actionPerkTipExp,"EXP"
actionPerkTipExpLong,"Current Experience"
actionPerkTipExpNext,"NEXT"
actionPerkTipExpNextLong,"Experience to level up"
actionSkillDeathPenalty,"You've suffered memory loss, as a result some of your\n[decea3]Action Skills[-] have deteriorated by one level"
attPerceptionName,"Perception"
attPerceptionDesc,"Master [decea3]Perception[-] skills faster, improve headshot damage and dismemberment chance for: [decea3]Hunting Rifles[-], [decea3]Sniper Rifles[-], [decea3]Bows[-], [decea3]Crossbows[-] and [decea3]Spears[-]"
attPerceptionDesc01,"Skill EXP [decea3]+10%[-]\nHeadshot damage [decea3]+5%[-]\nDismemberment chance [decea3]+2.5%[-]"
attPerceptionDesc02,"Skill EXP [decea3]+20%[-]\nHeadshot damage [decea3]+10%[-]\nDismemberment chance [decea3]+5%[-]"
attPerceptionDesc03,"Skill EXP [decea3]+30%[-]\nHeadshot damage [decea3]+15%[-]\nDismemberment chance [decea3]+7.5%[-]"
attPerceptionDesc04,"Skill EXP [decea3]+40%[-]\nHeadshot damage [decea3]+20%[-]\nDismemberment chance [decea3]+10%[-]"
attPerceptionDesc05,"Skill EXP [decea3]+50%[-]\nHeadshot damage [decea3]+25%[-]\nDismemberment chance [decea3]+12.5%[-]"
attPerceptionDesc06,"Skill EXP [decea3]+60%[-]\nHeadshot damage [decea3]+30%[-]\nDismemberment chance [decea3]+15%[-]"
attPerceptionDesc07,"Skill EXP [decea3]+70%[-]\nHeadshot damage [decea3]+35%[-]\nDismemberment chance [decea3]+17.5%[-]"
attPerceptionDesc08,"Skill EXP [decea3]+80%[-]\nHeadshot damage [decea3]+40%[-]\nDismemberment chance [decea3]+20%[-]"
attPerceptionDesc09,"Skill EXP [decea3]+90%[-]\nHeadshot damage [decea3]+45%[-]\nDismemberment chance [decea3]+22.5%[-]"
attPerceptionDesc10,"Skill EXP [decea3]+100%[-]\nHeadshot damage [decea3]+50%[-]\nDismemberment chance [decea3]+25%[-]"
skillPerceptionGeneralName,"Hunting"
skillPerceptionScavengingName,"Scavenging"
perkDeadEye1,"Hunting and sniper rifles have [decea3]5%[-] more damage and better aim, and reload [decea3]4%[-] faster"
perkDeadEye2,"Hunting and sniper rifles have [decea3]10%[-] more damage and better aim, and reload [decea3]8%[-] faster"
perkDeadEye3,"Hunting and sniper rifles have [decea3]15%[-] more damage and better aim, and reload [decea3]12%[-] faster. Aiming consumes [decea3]10%[-] less stamina and successive kills can trigger up to [decea3]30%[-] kill streak bonus damage"
perkDeadEye4,"Hunting and sniper rifles have [decea3]20%[-] more damage and better aim, and reload [decea3]16%[-] faster. Aiming consumes [decea3]20%[-] less stamina and successive kills can trigger up to [decea3]40%[-] kill streak bonus damage"
perkDeadEye5,"Hunting and sniper rifles have [decea3]25%[-] more damage and better aim, and reload [decea3]20%[-] faster. Aiming consumes [decea3]30%[-] less stamina and successive kills can trigger up to [decea3]50%[-] kill streak bonus damage"
perkArchery1,"Bows and crossbows have [decea3]5%[-] better damage, aim, draw and reload speed"
perkArchery2,"Bows and crossbows have [decea3]10%[-] better damage, aim, draw and reload speed"
perkArchery3,"Bows and crossbows have [decea3]15%[-] better damage, aim, draw and reload speed"
perkArchery4,"Bows and crossbows have [decea3]20%[-] better damage, aim, draw and reload speed"
perkArchery5,"Bows and crossbows have [decea3]25%[-] better damage, aim, draw and reload speed"
perkJavelinMaster1,"Spears and Javelins deal [decea3]5%[-] more damage, and thrown with [decea3]5%[-] more force"
perkJavelinMaster2,"Spears and Javelins deal [decea3]10%[-] more damage, and thrown with [decea3]10%[-] more force"
perkJavelinMaster3,"Spears and Javelins deal [decea3]15%[-] more damage, and thrown with [decea3]15%[-] more force"
perkJavelinMaster4,"Spears and Javelins deal [decea3]20%[-] more damage, and thrown with [decea3]20%[-] more force"
perkJavelinMaster5,"Spears and Javelins deal [decea3]25%[-] more damage, and thrown with [decea3]25%[-] more force"
perkLockPicking1,"[decea3]+25[-] to Lockpicking\nBobby Pins have [decea3]20%[-] more durability"
perkLockPicking2,"[decea3]+50[-] to Lockpicking\nBobby Pins have [decea3]40%[-] more durability"
perkLockPicking3,"[decea3]+75[-] to Lockpicking\nBobby Pins have [decea3]60%[-] more durability"
perkLockPicking4,"[decea3]+100[-] to Lockpicking\nBobby Pins have [decea3]80%[-] more durability"
perkTheHuntsman1,"Blade tools or weapons harvest [decea3]10%[-] more resources from animal corpses"
perkTheHuntsman2,"Blade tools or weapons harvest [decea3]20%[-] more resources from animal corpses"
perkTheHuntsman3,"Blade tools or weapons harvest [decea3]30%[-] more resources from animal corpses"
perkTheHuntsman4,"Blade tools or weapons harvest [decea3]40%[-] more resources from animal corpses"
perkTheHuntsman5,"Blade tools or weapons harvest [decea3]50%[-] more resources from animal corpses"
attActionSkillsDesc,"Action Skills level up passively when performing various tasks.\n\nDifferent tasks will level up different action skills, for example, if you are using a certain weapon, performing a physical activity etc.\n\nSelect any of the Action Skills to see current skill progress for it."
actionPerkDesc,"[decea3]Action Skill[-]: Level increases by itself when performing a certain task or finding and reading a special skill book associated to the skill.\n\n"
actionPerkSniperRifles,"Sniper Rifles"
actionPerkSniperRiflesLevelUp,"Your [decea3]Sniper Rifles[-] skill has improved!"
actionPerkSniperRifles1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]\n[decea3]Unlocks 7.92mm Hollow Point Ammo crafting[-]"
actionPerkSniperRifles2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]\n[decea3]Unlocks 7.92mm Armor Piercing Ammo crafting[-]"
actionPerkSniperRifles3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkSniperRifles4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkSniperRifles5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkArchery,"Bows and Crossbows"
actionPerkArcheryLevelUp,"Your [decea3]Bows and Crossbows[-] skill has improved!"
actionPerkArchery1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload and Draw Speed [decea3]+5%[-]"
actionPerkArchery2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload and Draw Speed [decea3]+10%[-]"
actionPerkArchery3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload and Draw Speed [decea3]+15%[-]"
actionPerkArchery4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload and Draw Speed [decea3]+20%[-]"
actionPerkArchery5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload and Draw Speed [decea3]+25%[-]"
actionPerkSpears,"Spears"
actionPerkSpearsLevelUp,"Your [decea3]Spears[-] skill has improved!"
actionPerkSpears1,"Damage, Dismemberment [decea3]+5%[-]\nThrow Strength [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]"
actionPerkSpears2,"Damage, Dismemberment [decea3]+10%[-]\nThrow Strength [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]"
actionPerkSpears3,"Damage, Dismemberment [decea3]+15%[-]\nThrow Strength [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]"
actionPerkSpears4,"Damage, Dismemberment [decea3]+20%[-]\nThrow Strength [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]"
actionPerkSpears5,"Damage, Dismemberment [decea3]+25%[-]\nThrow Strength [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]"
actionPerkLockPicking,"Lock Picking"
actionPerkLockpickingDesc,"Improves your ability to pick locks, increasing the speed at which you can pick a lock up to [decea3]50%[-]. Pick locks with lockpicks to improve this skill."
actionPerkLockPickingLevelUp,"Your [decea3]Lock Picking[-] skill has improved!"
actionPerkLockPicking1,"[decea3]+20[-] to Lockpicking\nLockpicks and Bobby Bins have [decea3]20%[-] more durability"
actionPerkLockPicking2,"[decea3]+40[-] to Lockpicking\nLockpicks and Bobby Bins have [decea3]40%[-] more durability"
actionPerkLockPicking3,"[decea3]+60[-] to Lockpicking\nLockpicks and Bobby Bins have [decea3]60%[-] more durability"
actionPerkLockPicking4,"[decea3]+80[-] to Lockpicking\nLockpicks and Bobby Bins have [decea3]80%[-] more durability"
actionPerkLockPicking5,"[decea3]+100[-] to Lockpicking\nLockpicks and Bobby Bins have [decea3]100%[-] more durability"
actionPerkLooting,"Looting"
actionPerkLootingLevelUp,"Your [decea3]Looting[-] skill has improved!"
actionPerkLooting1,"Looting speed [decea3]+8%[-]\nLoot game stage [decea3]+5%[-]"
actionPerkLooting2,"Looting speed [decea3]+16%[-]\nLoot game stage [decea3]+10%[-]"
actionPerkLooting3,"Looting speed [decea3]+24%[-]\nLoot game stage [decea3]+15%[-]"
actionPerkLooting4,"Looting speed [decea3]+32%[-]\nLoot game stage [decea3]+20%[-]"
actionPerkLooting5,"Looting speed [decea3]+40%[-]\nLoot game stage [decea3]+25%[-]"
actionPerkButcher,"Animal Harvesting"
actionPerkButcherLevelUp,"Your [decea3]Animal Harvesting[-] skill has improved!"
actionPerkButcher1,"Animal corpse resources [decea3]+10%[-]"
actionPerkButcher2,"Animal corpse resources [decea3]+20%[-]"
actionPerkButcher3,"Animal corpse resources [decea3]+30%[-]"
actionPerkButcher4,"Animal corpse resources [decea3]+40%[-]"
actionPerkButcher5,"Animal corpse resources [decea3]+50%[-]"
attStrengthName,"Strength"
attStrengthDesc,"Master [decea3]Strength[-] skills faster, improve headshot damage and dismemberment chance for: [decea3]Machine guns[-], [decea3]Clubs[-] and [decea3]Sledgehammers[-]"
attStrengthDesc01,"Skill EXP [decea3]+10%[-]\nHeadshot damage [decea3]+5%[-]\nDismemberment chance [decea3]+2.5%[-]"
attStrengthDesc02,"Skill EXP [decea3]+20%[-]\nHeadshot damage [decea3]+10%[-]\nDismemberment chance [decea3]+5%[-]"
attStrengthDesc03,"Skill EXP [decea3]+30%[-]\nHeadshot damage [decea3]+15%[-]\nDismemberment chance [decea3]+7.5%[-]"
attStrengthDesc04,"Skill EXP [decea3]+40%[-]\nHeadshot damage [decea3]+20%[-]\nDismemberment chance [decea3]+10%[-]"
attStrengthDesc05,"Skill EXP [decea3]+50%[-]\nHeadshot damage [decea3]+25%[-]\nDismemberment chance [decea3]+12.5%[-]"
attStrengthDesc06,"Skill EXP [decea3]+60%[-]\nHeadshot damage [decea3]+30%[-]\nDismemberment chance [decea3]+15%[-]"
attStrengthDesc07,"Skill EXP [decea3]+70%[-]\nHeadshot damage [decea3]+35%[-]\nDismemberment chance [decea3]+17.5%[-]"
attStrengthDesc08,"Skill EXP [decea3]+80%[-]\nHeadshot damage [decea3]+40%[-]\nDismemberment chance [decea3]+20%[-]"
attStrengthDesc09,"Skill EXP [decea3]+90%[-]\nHeadshot damage [decea3]+45%[-]\nDismemberment chance [decea3]+22.5%[-]"
attStrengthDesc10,"Skill EXP [decea3]+100%[-]\nHeadshot damage [decea3]+50%[-]\nDismemberment chance [decea3]+25%[-]"
skillStrengthGeneralName,"Muscle"
skillStrengthConstructionName,"Mining"
perkMachineGunner1,"Machine Guns have more damage, fire rate and faster reload by [decea3]5%[-]"
perkMachineGunner2,"Machine Guns have more damage, fire rate and faster reload by [decea3]10%[-]"
perkMachineGunner3,"Machine Guns have more damage, fire rate and faster reload by [decea3]15%[-]\n\n[decea3]Commando Adrenaline:[-]\n  [decea3]+2[-] stamina on each successful shot"
perkMachineGunner4,"Machine Guns have more damage, fire rate and faster reload by [decea3]20%[-]\n\n[decea3]Commando Adrenaline:[-]\n  [decea3]+4[-] stamina on each successful shot"
perkMachineGunner5,"Machine Guns have more damage, fire rate and faster reload by [decea3]25%[-]\n\n[decea3]Commando Adrenaline:[-]\n  [decea3]+6[-] stamina on each successful shot"
perkPummelPete1,"Clubs deal [decea3]5%[-] more damage, [decea3]10%[-] extra damage to stunned and power attacks have [decea3]10%[-] chance to knock enemies back down"
perkPummelPete2,"Clubs deal [decea3]10%[-] more damage, [decea3]20%[-] extra damage to stunned and power attacks have [decea3]20%[-] chance to knock enemies back down"
perkPummelPete3,"Clubs deal [decea3]15%[-] more damage, [decea3]30%[-] extra damage to stunned and power attacks have [decea3]30%[-] chance to knock enemies back down. Every [decea3]5th[-] successive hit deals 100% extra damage"
perkPummelPete4,"Clubs deal [decea3]20%[-] more damage, [decea3]40%[-] extra damage to stunned and power attacks have [decea3]40%[-] chance to knock enemies back down. Every [decea3]4th[-] successive hit deals 100% extra damage"
perkPummelPete5,"Clubs deal [decea3]25%[-] more damage, [decea3]50%[-] extra damage to stunned and power attacks have [decea3]50%[-] chance to knock enemies back down. Every [decea3]3rd[-] successive hit deals 100% extra damage"
perkSkullCrusher1,"Sledgehammers deal [decea3]5%[-] more damage. Power attacks have [decea3]10%[-] chance to knock down enemies"
perkSkullCrusher2,"Sledgehammers deal [decea3]10%[-] more damage. Power attacks have [decea3]20%[-] chance to knock down enemies"
perkSkullCrusher3,"Sledgehammers deal [decea3]15%[-] more damage. Power attacks have [decea3]30%[-] chance to knock down enemies and [decea3]10%[-] chance to knock down nearby foes"
perkSkullCrusher4,"Sledgehammers deal [decea3]20%[-] more damage. Power attacks have [decea3]40%[-] chance to knock down enemies and [decea3]20%[-] chance to knock down nearby foes"
perkSkullCrusher5,"Sledgehammers deal [decea3]25%[-] more damage. Power attacks have [decea3]50%[-] chance to knock down enemies and [decea3]30%[-] chance to knock down nearby foes"
perkMiner69r1,"Axes, picks, chainsaw, augers and other mining tools deal [decea3]10%[-] more damage"
perkMiner69r2,"Axes, picks, chainsaw, augers and other mining tools deal [decea3]20%[-] more damage"
perkMiner69r3,"Axes, picks, chainsaw, augers and other mining tools deal [decea3]30%[-] more damage"
perkMiner69r4,"Axes, picks, chainsaw, augers and other mining tools deal [decea3]40%[-] more damage"
perkMiner69r5,"Axes, picks, chainsaw, augers and other mining tools deal [decea3]50%[-] more damage"
perkMotherLode1,"Axes, picks, chainsaws, augers and other mining tools harvest [decea3]10%[-] more from ore, stone, terrain blocks and trees"
perkMotherLode2,"Axes, picks, chainsaws, augers and other mining tools harvest [decea3]20%[-] more from ore, stone, terrain blocks and trees"
perkMotherLode3,"Axes, picks, chainsaws, augers and other mining tools harvest [decea3]30%[-] more from ore, stone, terrain blocks and trees"
perkMotherLode4,"Axes, picks, chainsaws, augers and other mining tools harvest [decea3]40%[-] more from ore, stone, terrain blocks and trees"
perkMotherLode5,"Axes, picks, chainsaws, augers and other mining tools harvest [decea3]50%[-] more from ore, stone, terrain blocks and trees"
perkPackMule1,"Increases your backpack cargo capacity by [decea3]20[-] units"
perkPackMule2,"Increases your backpack cargo capacity by [decea3]40[-] units"
perkPackMule3,"Increases your backpack cargo capacity by [decea3]60[-] units"
perkPackMule4,"Increases your backpack cargo capacity by [decea3]80[-] units"
perkPackMule5,"Increases your backpack cargo capacity by [decea3]100[-] units"
actionPerkStrength,"Weight Lifting"
actionPerkStrengthLevelUp,"Your [decea3]Weight Lifting[-] skill has improved!"
actionPerkStrength1,"Increases your backpack cargo capacity by [decea3]20[-] units"
actionPerkStrength2,"Increases your backpack cargo capacity by [decea3]40[-] units"
actionPerkStrength3,"Increases your backpack cargo capacity by [decea3]60[-] units"
actionPerkStrength4,"Increases your backpack cargo capacity by [decea3]80[-] units"
actionPerkStrength5,"Increases your backpack cargo capacity by [decea3]100[-] units"
actionPerkAssaultRifles,"Machine Guns"
actionPerkAssaultRiflesLevelUp,"Your [decea3]Machine Guns[-] skill has improved!"
actionPerkAssaultRifles1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]\n[decea3]Unlocks 5.56mm Hollow Point Ammo crafting[-]"
actionPerkAssaultRifles2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]\n[decea3]Unlocks 5.56mm Armor Piercing Ammo crafting[-]"
actionPerkAssaultRifles3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkAssaultRifles4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkAssaultRifles5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkClubs,"Clubs"
actionPerkClubsLevelUp,"Your [decea3]Clubs[-] skill has improved!"
actionPerkClubs1,"Damage, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nExtra Damage to Stunned Targets [decea3]+10%[-]"
actionPerkClubs2,"Damage, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nExtra Damage to Stunned Targets [decea3]+20%[-]"
actionPerkClubs3,"Damage, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nExtra Damage to Stunned Targets [decea3]+30%[-]"
actionPerkClubs4,"Damage, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nExtra Damage to Stunned Targets [decea3]+40%[-]"
actionPerkClubs5,"Damage, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nExtra Damage to Stunned Targets [decea3]+50%[-]"
actionPerkSledgehammers,"Sledgehammers"
actionPerkSledgehammersLevelUp,"Your [decea3]Sledgehammers[-] skill has improved!"
actionPerkSledgehammers1,"Damage, Dismemberment [decea3]+5%[-]\nExtra Headshot Damage [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Damage, Dismemberment [decea3]+10%[-]\nExtra Headshot Damage [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Damage, Dismemberment [decea3]+15%[-]\nExtra Headshot Damage [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Damage, Dismemberment [decea3]+20%[-]\nExtra Headshot Damage [decea3]+40%[-]\n"
